# t K U E
0.597 5.00016 3.60593e-05 5.00019
0.598 5.00016 3.59653e-05 5.00019
0.599 5.00016 3.58716e-05 5.00019
0.6 5.00016 3.57782e-05 5.00019
0.601 5.00016 3.5685e-05 5.00019
0.602 5.00016 3.55921e-05 5.00019
0.603 5.00016 3.54994e-05 5.00019
0.604 5.00016 3.5407e-05 5.00019
0.605 5.00016 3.53149e-05 5.00019
0.606 5.00016 3.5223e-05 5.00019
0.607 5.00016 3.51314e-05 5.00019
0.608 5.00016 3.504e-05 5.00019
0.609 5.00016 3.49489e-05 5.00019
0.61 5.00016 3.48581e-05 5.00019
0.611 5.00016 3.47675e-05 5.00019
0.612 5.00016 3.46771e-05 5.00019
0.613 5.00016 3.45871e-05 5.00019
0.614 5.00016 3.44972e-05 5.00019
0.615 5.00016 3.44076e-05 5.00019
0.616 5.00016 3.43183e-05 5.00019
0.617 5.00016 3.42293e-05 5.00019
0.618 5.00016 3.41404e-05 5.00019
0.619 5.00016 3.40519e-05 5.00019
0.62 5.00016 3.39635e-05 5.00019
0.621 5.00016 3.38755e-05 5.00019
0.622 5.00016 3.37876e-05 5.00019
0.623 5.00016 3.37001e-05 5.00019
0.624 5.00016 3.36127e-05 5.00019
0.625 5.00016 3.35256e-05 5.00019
0.626 5.00016 3.34388e-05 5.00019
0.627 5.00016 3.33522e-05 5.00019
0.628 5.00016 3.32658e-05 5.00019
0.629 5.00016 3.31797e-05 5.00019
0.63 5.00016 3.30938e-05 5.00019
0.631 5.00016 3.30082e-05 5.00019
0.632 5.00016 3.29228e-05 5.00019
0.633 5.00016 3.28376e-05 5.00019
0.634 5.00016 3.27527e-05 5.00019
0.635 5.00016 3.2668e-05 5.00019
0.636 5.00016 3.25836e-05 5.00019
0.637 5.00016 3.24994e-05 5.00019
0.638 5.00016 3.24154e-05 5.00019
0.639 5.00016 3.23317e-05 5.00019
0.64 5.00016 3.22482e-05 5.00019
0.641 5.00016 3.21649e-05 5.00019
0.642 5.00016 3.20819e-05 5.00019
0.643 5.00016 3.19991e-05 5.00019
0.644 5.00016 3.19165e-05 5.00019
0.645 5.00016 3.18342e-05 5.00019
0.646 5.00016 3.17521e-05 5.00019
0.647 5.00016 3.16702e-05 5.00019
0.648 5.00016 3.15885e-05 5.00019
0.649 5.00016 3.15071e-05 5.00019
0.65 5.00016 3.14259e-05 5.00019
0.651 5.00016 3.13449e-05 5.00019
0.652 5.00016 3.12642e-05 5.00019
0.653 5.00016 3.11837e-05 5.00019
0.654 5.00016 3.11034e-05 5.00019
